County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Year
Robertson,16532,8262,8270,19.3,58.4,20.7,0.1,0.2,0.2,11709,46501.0,3900.0,21781,1582,17.4,24.1,28.6,16.8,23.1,15.4,16.1,80.8,12.2,0.0,3.9,0.5,2.5,25.7,6776,69.8,22.4,7.6,0.1,9.2,2015
Rockwall,85536,41950,43586,16.7,72.8,5.3,0.2,2.3,0.1,57469,87524.0,3352.0,36163,1254,6.3,7.5,45.3,12.5,25.4,8.5,8.3,83.1,8.9,0.5,0.4,1.5,5.7,32.0,41300,76.9,16.2,6.7,0.2,5.9,2015
Runnels,10445,5181,5264,33.6,62.8,2.1,0.4,0.6,0.0,7668,41526.0,3777.0,21803,1845,20.3,29.0,28.4,16.9,23.8,14.8,16.1,84.0,9.8,0.0,1.4,0.4,4.3,18.1,4292,67.7,19.9,12.1,0.4,3.4,2015
Rusk,53457,28172,25285,15.7,64.9,17.4,0.4,0.6,0.0,38579,46173.0,2017.0,22272,1038,17.5,26.0,24.2,18.0,22.1,17.1,18.6,85.7,8.3,0.2,1.4,0.7,3.6,24.1,21219,79.2,12.8,7.9,0.1,4.9,2015
Sabine,10440,5090,5350,3.9,86.6,8.8,0.0,0.1,0.0,8247,31307.0,2825.0,19511,2113,27.4,49.9,23.7,21.7,20.1,19.3,15.2,85.4,5.1,0.2,1.8,1.8,5.8,29.8,2882,75.1,18.1,6.8,0.0,12.1,2015
San Augustine,8695,4152,4543,6.9,68.7,22.2,1.2,0.0,0.0,6809,28275.0,3495.0,19213,3825,24.8,40.3,20.5,16.9,22.0,15.6,25.0,84.9,13.4,0.1,0.4,0.0,1.3,25.2,2237,82.0,9.7,8.3,0.0,16.3,2015
San Jacinto,27023,13414,13609,12.0,75.3,11.1,0.1,0.7,0.0,20140,43029.0,4256.0,22363,1946,20.2,23.2,24.0,21.2,18.4,19.9,16.5,79.0,14.5,0.0,1.8,1.0,3.7,40.9,9976,69.1,23.0,7.6,0.2,12.6,2015
San Patricio,66070,33039,33031,55.6,40.6,1.8,0.1,0.9,0.0,46070,52261.0,1900.0,24211,1174,15.3,21.2,27.8,20.9,20.1,17.5,13.7,83.6,9.5,0.2,1.2,1.8,3.6,22.9,28627,77.6,17.9,4.4,0.1,5.2,2015
San Saba,5893,3231,2662,28.9,66.4,3.2,0.0,0.3,0.0,4305,39040.0,3186.0,19743,2517,15.2,23.8,26.5,16.7,17.9,21.0,17.9,71.9,18.5,0.0,2.3,1.8,5.5,18.6,2329,64.5,21.7,13.5,0.3,4.9,2015
Schleicher,3224,1582,1642,50.5,49.1,0.1,0.0,0.2,0.0,2015,55543.0,7548.0,25199,3107,19.5,29.4,30.8,15.1,17.2,19.5,17.3,74.3,16.4,0.7,0.3,2.3,6.0,25.2,1499,67.4,23.5,9.1,0.0,4.1,2015
Scurry,17238,9312,7926,38.7,55.1,4.5,0.2,0.3,0.0,12162,56842.0,5454.0,24584,1649,9.9,11.3,24.4,19.6,19.4,23.9,12.7,84.7,10.7,0.9,1.3,0.6,1.8,16.0,7371,77.7,16.2,6.0,0.1,3.3,2015
Shackelford,3352,1633,1719,10.8,88.3,0.1,0.0,0.0,0.0,2514,48750.0,6801.0,23826,2169,19.1,19.6,31.5,18.0,25.6,13.6,11.3,78.4,13.7,0.0,2.7,3.6,1.7,16.9,1502,74.0,13.4,12.3,0.3,3.8,2015
Shelby,25725,12565,13160,17.6,63.4,17.5,0.0,0.9,0.1,16708,37756.0,2698.0,20753,1394,21.8,34.4,27.0,16.7,17.5,22.1,16.8,76.7,15.5,0.7,1.9,1.2,4.1,24.8,10162,75.3,16.8,7.8,0.1,7.9,2015
Sherman,3066,1574,1492,41.7,55.8,0.2,0.7,0.0,0.0,1911,51987.0,4386.0,22436,2024,12.4,20.2,29.9,10.0,20.3,18.6,21.2,72.2,13.2,0.4,8.7,2.2,3.2,16.3,1497,75.1,13.2,11.3,0.4,3.7,2015
Smith,217552,105157,112395,18.4,61.0,17.7,0.3,1.5,0.1,151454,46929.0,1127.0,24964,549,17.4,24.8,34.3,17.8,23.5,11.4,13.1,83.7,9.4,0.3,1.4,2.2,3.1,22.9,95841,80.9,12.7,6.3,0.1,7.2,2015
Somervell,8608,4159,4449,19.2,79.2,0.6,0.2,0.0,0.4,6289,51912.0,7451.0,26946,2473,13.9,18.1,35.6,13.2,21.0,16.4,13.9,84.1,12.9,0.5,0.8,0.4,1.3,28.8,3878,79.8,14.5,5.5,0.3,2.1,2015
Starr,62648,30368,32280,98.7,0.9,0.0,0.0,0.1,0.0,27720,26172.0,2076.0,12483,959,36.6,45.1,21.6,30.6,18.0,17.4,12.4,68.6,20.5,0.3,4.5,1.4,4.6,22.9,21006,68.2,22.5,8.6,0.6,13.8,2015
Stephens,9452,5036,4416,22.4,73.6,2.6,0.6,0.3,0.0,6873,43951.0,4339.0,22241,1851,20.0,33.2,28.4,16.4,22.8,17.6,14.8,80.6,12.8,0.6,2.9,1.7,1.4,17.6,3805,70.7,16.3,13.0,0.0,3.9,2015
Sterling,1346,696,650,45.8,52.5,0.2,0.0,0.0,0.0,883,53456.0,10963.0,21386,3906,16.0,29.9,30.7,13.9,25.2,21.4,8.7,73.4,6.8,0.0,2.8,2.6,14.3,19.5,583,64.5,20.9,14.6,0.0,0.3,2015
Stonewall,1414,722,692,20.2,75.5,3.7,0.0,0.0,0.0,1000,42155.0,8544.0,22416,4015,19.5,30.7,34.9,19.9,15.4,15.0,14.8,81.0,13.1,0.0,3.7,0.0,2.2,17.9,553,55.3,29.3,13.6,1.8,6.9,2015
Sutton,3966,2036,1930,58.8,39.9,0.1,0.0,0.0,0.7,2506,51667.0,6212.0,25650,2686,8.4,9.9,25.8,14.6,14.5,26.8,18.3,79.2,12.7,0.0,1.7,1.0,5.4,16.8,1771,76.5,14.6,8.6,0.3,4.3,2015
Swisher,7713,4041,3672,41.7,49.3,6.1,0.3,0.4,0.0,5373,37040.0,5722.0,18437,2146,22.6,33.5,27.4,17.6,21.2,14.7,19.0,81.9,11.5,0.0,1.3,1.8,3.5,19.4,2784,79.2,12.6,8.2,0.0,6.4,2015
Tarrant,1914526,937266,977260,27.6,49.8,15.1,0.3,4.9,0.2,1219370,58711.0,488.0,29058,254,15.0,21.5,36.3,16.0,25.7,8.9,13.1,82.9,10.0,0.6,1.2,1.4,3.9,26.5,924741,83.1,11.4,5.4,0.1,6.9,2015
Taylor,134435,65704,68731,23.2,65.6,7.2,0.4,1.7,0.0,97954,45396.0,1528.0,23896,744,17.4,21.6,30.3,21.9,25.8,11.1,10.9,81.4,11.4,0.6,2.3,1.8,2.5,15.9,60708,77.5,16.5,5.7,0.2,5.9,2015
Terrell,921,430,491,68.0,27.8,1.6,0.8,1.8,0.0,677,31111.0,8353.0,27062,3927,20.2,25.9,20.0,30.6,23.9,14.9,10.6,80.5,3.1,0.0,5.8,4.1,6.5,18.6,415,49.4,32.8,16.4,1.4,3.7,2015
Terry,12687,6835,5852,52.3,42.2,4.7,0.3,0.1,0.0,8690,37475.0,3195.0,21705,4416,15.3,17.9,32.1,20.1,16.6,17.8,13.4,77.6,16.9,0.0,1.0,1.7,2.8,18.5,4767,70.2,19.7,9.8,0.3,6.5,2015
Throckmorton,1545,724,821,12.7,84.4,0.2,0.0,0.5,0.0,1207,41042.0,6334.0,28305,4555,13.1,21.2,30.5,17.1,23.2,15.7,13.6,83.0,6.2,0.2,0.0,0.9,9.7,25.6,686,67.5,16.2,16.3,0.0,2.6,2015
Titus,32553,16046,16507,41.1,47.3,9.6,0.3,0.8,0.0,18834,44178.0,2778.0,19472,1192,21.4,31.6,22.6,15.3,21.6,11.5,29.1,84.0,10.4,0.4,1.0,2.4,1.8,18.3,13867,82.5,10.0,7.4,0.1,7.5,2015
Tom Green,115056,56913,58143,37.5,55.7,4.1,0.2,1.3,0.0,85071,46711.0,1484.0,25274,1049,14.9,19.9,31.1,19.5,23.7,12.9,12.8,79.3,10.6,0.2,5.1,1.7,3.0,17.3,51528,76.8,16.5,6.6,0.1,4.7,2015
Travis,1121645,564941,556704,33.7,49.8,7.9,0.2,6.0,0.1,734355,61451.0,591.0,35168,316,16.4,22.6,46.2,16.7,22.5,8.1,6.4,74.3,10.1,3.5,2.1,2.7,7.4,24.8,599597,76.5,16.0,7.4,0.2,6.0,2015
Trinity,14405,7001,7404,9.0,79.3,10.2,0.5,0.2,0.0,11140,34295.0,3835.0,19766,1409,16.7,24.0,23.7,27.5,24.1,11.8,12.9,77.4,11.5,0.6,2.3,1.9,6.3,33.9,4922,68.8,17.8,12.1,1.3,9.9,2015
Tyler,21462,11629,9833,7.4,79.4,10.8,0.5,0.3,0.0,16936,41360.0,2867.0,20242,1174,16.7,22.4,23.7,23.2,22.3,17.2,13.7,77.2,14.2,0.0,1.1,3.4,4.1,33.6,7230,74.6,19.8,5.3,0.3,11.5,2015
Upshur,40096,19949,20147,7.5,81.0,8.7,0.6,0.5,0.0,29349,46673.0,2967.0,22692,1185,13.5,19.0,27.1,19.0,22.2,14.6,17.0,83.7,10.4,0.3,0.8,0.7,4.1,27.3,16849,78.5,13.0,8.3,0.2,7.9,2015
Upton,3405,1623,1782,49.8,44.7,4.6,0.0,0.0,0.0,2101,46131.0,11710.0,22751,2527,19.7,24.0,25.8,16.2,18.2,21.0,18.9,78.0,13.9,0.0,3.3,1.6,3.1,17.0,1326,71.6,20.7,7.7,0.0,4.3,2015
Uvalde,26952,13189,13763,70.2,27.9,0.2,0.5,1.0,0.1,17333,38568.0,3257.0,18135,1063,19.9,29.1,27.8,22.8,20.1,18.5,10.8,83.2,11.3,0.1,1.1,0.7,3.6,18.2,10801,66.8,23.8,9.4,0.0,8.1,2015
Val Verde,48980,24828,24152,80.4,16.9,0.9,0.1,0.4,0.1,28332,42174.0,1917.0,18632,1000,20.6,27.8,24.6,23.0,25.2,14.3,12.9,75.8,13.5,0.2,2.5,3.5,4.4,18.7,18261,65.9,28.9,5.1,0.1,9.3,2015
Van Zandt,52736,25975,26761,10.0,84.6,2.3,0.4,0.5,0.4,39009,44002.0,3095.0,23257,1221,16.9,26.1,29.6,19.0,23.5,14.5,13.4,83.1,10.5,0.1,1.3,0.5,4.4,34.1,21856,71.6,16.8,11.1,0.4,6.1,2015
Victoria,90099,44152,45947,44.9,46.5,5.7,0.0,1.2,0.0,63320,51758.0,1291.0,25987,897,16.4,25.0,27.9,17.4,26.9,13.7,14.2,81.5,12.6,0.9,0.9,0.9,3.2,20.3,41513,80.1,12.5,7.1,0.3,6.5,2015
Walker,69330,40484,28846,17.7,57.4,22.7,0.3,1.2,0.0,55079,37666.0,2492.0,16135,1089,25.8,31.2,31.5,27.4,24.9,7.2,9.0,81.3,9.5,0.1,4.7,1.2,3.2,24.9,22612,59.5,36.2,4.2,0.2,4.4,2015
Waller,45847,23062,22785,29.1,43.0,24.9,0.1,0.7,0.0,30747,51348.0,5021.0,22849,1144,18.2,23.3,28.0,21.1,25.6,13.8,11.6,77.3,10.0,0.7,5.7,1.7,4.6,32.4,20127,78.1,16.3,5.6,0.0,8.3,2015
Ward,11225,5590,5635,50.7,43.0,4.6,0.6,0.4,0.0,7642,51345.0,2868.0,24234,1508,16.5,21.9,20.3,19.2,22.0,21.7,16.8,82.8,9.8,0.0,2.6,1.5,3.4,20.9,4661,79.3,15.0,5.3,0.4,4.4,2015
Washington,34236,17143,17093,14.8,65.1,17.1,0.4,1.7,0.1,25530,51269.0,4039.0,25057,1901,13.5,20.0,30.0,16.5,23.4,12.4,17.7,82.9,10.8,0.3,1.7,1.3,3.0,20.5,14380,73.6,18.1,8.3,0.1,5.1,2015
Webb,263251,128182,135069,95.3,3.7,0.3,0.1,0.6,0.0,127050,38862.0,1215.0,15096,390,31.8,42.9,26.2,22.5,28.3,10.4,12.6,79.3,14.2,1.2,1.5,0.7,3.1,21.7,98996,74.6,19.4,5.8,0.2,6.0,2015
Wharton,41264,20305,20959,39.2,46.1,14.2,0.0,0.1,0.0,27792,45176.0,3770.0,21581,834,17.6,28.4,27.2,19.5,20.0,17.5,15.8,82.0,11.8,0.3,1.3,0.8,3.9,22.8,18584,78.9,12.3,8.6,0.2,6.6,2015
Wheeler,5618,2842,2776,26.4,68.8,2.2,0.2,0.5,0.3,3752,52221.0,3197.0,26184,1837,15.7,24.6,27.7,17.7,19.6,22.1,12.9,86.5,8.0,0.0,1.3,1.9,2.3,18.1,2688,69.3,18.4,12.1,0.2,3.9,2015
Wichita,131957,68245,63712,17.9,67.1,10.0,0.5,2.0,0.0,97413,45543.0,1438.0,22861,666,17.6,25.6,33.0,19.9,24.5,9.2,13.4,78.8,8.3,0.6,7.1,1.3,4.0,15.3,55053,74.6,19.2,6.0,0.2,6.1,2015
Wilbarger,13158,6556,6602,28.0,60.5,8.9,0.2,0.5,0.0,9653,41630.0,5068.0,20752,1473,17.8,23.3,27.8,23.2,22.2,13.7,13.0,80.0,14.6,0.0,1.3,1.1,3.0,13.6,5977,66.0,29.6,4.4,0.1,7.5,2015
Willacy,22002,11947,10055,87.5,10.4,1.6,0.0,0.1,0.0,13802,26495.0,3380.0,11413,842,39.0,49.2,21.9,27.0,21.2,16.6,13.3,87.9,5.8,0.0,2.6,1.0,2.7,23.3,5365,66.9,23.9,9.1,0.1,11.5,2015
Williamson,473592,232740,240852,23.8,62.1,6.2,0.2,5.4,0.0,316738,73750.0,1026.0,31876,403,7.5,9.5,45.4,14.6,24.9,7.4,7.7,80.6,9.4,0.7,0.9,1.4,6.9,27.2,233418,78.9,14.9,6.0,0.1,6.0,2015
Wilson,45509,22823,22686,38.8,58.1,1.5,0.2,0.3,0.0,33075,68100.0,3328.0,28887,1377,10.7,13.8,32.8,16.5,23.6,15.0,12.1,81.8,11.3,0.1,0.7,0.5,5.6,32.9,20521,71.8,20.6,7.6,0.1,5.8,2015
Winkler,7576,3808,3768,56.9,39.5,2.6,0.0,0.4,0.0,4611,55756.0,7889.0,22656,1756,13.9,17.9,20.6,16.2,19.2,24.4,19.7,84.3,9.6,0.1,1.9,1.6,2.4,21.9,3271,77.6,16.8,5.5,0.1,2.5,2015
Wise,61243,30667,30576,18.2,78.2,1.2,0.7,0.4,0.0,43145,56897.0,3006.0,27208,1556,11.7,18.3,28.5,15.6,25.1,14.0,16.8,82.1,10.9,0.0,0.8,0.6,5.5,32.2,27154,76.9,14.9,8.1,0.1,7.5,2015
Wood,42712,21159,21553,9.4,83.7,4.8,0.6,0.6,0.0,33294,45686.0,2702.0,24561,1544,14.7,22.7,29.5,18.3,24.0,12.8,15.4,79.4,10.4,0.2,2.8,1.1,6.1,29.0,15868,75.0,15.6,9.0,0.4,8.9,2015
Yoakum,8213,4122,4091,62.0,35.5,0.7,0.1,0.8,0.0,4087,56153.0,9991.0,23125,2118,11.9,14.3,25.8,13.3,15.0,31.1,14.8,79.0,18.2,0.0,0.8,0.1,1.9,15.4,3546,73.4,17.0,9.3,0.2,8.1,2015
Young,18329,9158,9171,17.5,79.2,1.1,0.6,0.3,0.0,13125,44693.0,5179.0,25524,2322,15.2,22.8,30.4,17.2,22.0,16.6,13.9,82.9,10.2,0.0,0.5,1.3,5.2,15.7,8288,73.1,15.7,10.8,0.4,5.6,2015
Zapata,14308,7153,7155,93.6,6.4,0.0,0.0,0.0,0.0,6523,32162.0,4878.0,16619,1748,37.4,51.6,16.7,29.4,16.0,20.4,17.5,74.6,19.2,0.3,3.4,0.3,2.3,19.8,5184,73.3,18.1,8.7,0.0,12.2,2015
Zavala,12060,5978,6082,93.0,6.4,0.4,0.1,0.0,0.0,7748,26672.0,5798.0,13813,1466,33.4,45.8,28.7,26.9,12.6,18.2,13.7,74.9,12.6,0.2,3.4,4.4,4.6,16.2,4276,70.4,23.8,5.6,0.1,12.2,2015
Anderson County,57747,35292,22455,17.3,59.7,20.9,0.3,0.5,0.0,44095,42313.0,2337.0,17466,894,15.7,23.0,24.4,23.5,23.4,12.9,15.9,85.1,9.9,0.2,0.5,0.7,3.6,23.7,19102,73.2,20.4,6.2,0.2,4.3,2017
Andrews County,17577,8980,8597,55.4,41.1,1.5,0.1,0.2,0.1,10695,70753.0,6115.0,29903,3147,11.9,15.5,21.3,13.0,24.2,22.7,18.8,79.8,16.8,0.0,0.0,0.8,2.5,19.8,8054,85.3,8.7,5.7,0.3,4.5,2017
Angelina County,87700,42707,44993,21.5,61.2,14.7,0.1,1.1,0.0,60533,46472.0,1452.0,21974,758,19.1,27.1,28.2,20.9,24.0,12.3,14.6,82.9,11.9,0.4,1.7,0.9,2.2,18.7,36164,77.2,16.7,6.0,0.1,7.6,2017
Aransas County,24832,12448,12384,27.0,67.7,1.6,0.0,2.0,0.0,19441,44601.0,3698.0,29999,2914,17.8,26.8,28.2,23.3,22.1,16.5,9.8,81.4,8.4,0.0,2.8,0.5,6.8,20.8,10387,72.9,12.3,14.6,0.2,6.7,2017
Archer County,8793,4335,4458,8.3,88.6,0.8,0.3,0.4,0.0,6712,63192.0,4765.0,31103,2291,8.8,10.1,34.2,13.4,25.3,12.9,14.2,86.0,6.9,0.3,1.0,1.1,4.7,20.4,4344,75.6,14.5,9.8,0.0,3.0,2017
Armstrong County,1929,974,955,10.0,86.6,1.2,1.3,0.0,0.0,1501,68750.0,10647.0,31219,2569,7.5,13.6,32.9,15.3,18.0,25.0,8.9,68.8,17.4,0.0,2.3,0.2,11.3,27.4,968,63.8,26.3,8.6,1.2,1.8,2017
Atascosa County,48139,24051,24088,63.5,34.2,0.7,0.1,0.4,0.0,33109,55194.0,4735.0,23973,1528,14.6,22.5,25.8,21.1,19.7,18.7,14.7,76.9,15.0,0.1,1.1,1.0,5.9,30.8,20208,78.3,14.7,6.9,0.0,6.1,2017
Austin County,29292,14474,14818,25.9,63.3,8.9,0.0,0.2,0.0,20449,62614.0,6451.0,30101,1810,13.4,23.5,30.9,15.7,23.6,12.5,17.4,81.6,10.6,0.1,1.9,1.3,4.6,31.1,13509,77.5,13.2,9.3,0.0,5.4,2017
Bailey County,7098,3678,3420,62.7,34.6,1.5,0.1,0.9,0.2,3916,43523.0,7943.0,18662,3203,22.3,33.8,22.9,20.7,17.4,24.0,15.0,69.6,8.2,0.0,5.9,7.7,8.6,16.5,3157,77.1,11.8,10.4,0.8,2.2,2017
Bandera County,21316,10570,10746,18.0,78.8,1.0,0.2,0.2,0.0,17097,56413.0,5522.0,29177,1824,16.5,31.2,35.7,17.4,22.7,17.5,6.7,80.2,9.8,0.1,1.9,0.4,7.6,37.0,8682,70.8,17.9,11.0,0.3,5.7,2017
Bastrop County,80306,40845,39461,36.0,53.7,7.7,0.4,0.9,0.0,53287,59185.0,2756.0,25172,926,13.3,18.9,33.3,16.3,21.6,16.2,12.6,80.7,12.0,0.2,1.4,1.8,3.9,34.4,33500,71.5,20.2,8.1,0.2,7.7,2017
Baylor County,3602,1740,1862,10.1,83.8,3.2,0.0,0.0,0.0,2811,36157.0,3798.0,30820,8919,13.1,3.4,34.2,17.9,27.2,14.9,5.9,89.5,7.0,0.0,1.6,1.4,0.6,10.6,1434,70.9,17.2,11.9,0.0,2.3,2017
Bee County,32729,19883,12846,58.2,32.2,8.2,0.5,0.5,0.0,24925,45415.0,4540.0,17504,1095,19.7,31.8,20.9,24.2,26.1,12.1,16.7,80.3,12.6,0.0,2.6,1.8,2.6,21.9,10125,71.0,23.3,5.5,0.2,6.3,2017
Bell County,336506,168147,168359,24.0,47.2,21.0,0.3,2.8,0.7,231161,52583.0,994.0,25017,639,14.3,20.4,33.1,19.9,25.9,9.4,11.7,81.0,11.6,0.4,2.1,1.4,3.5,20.6,135361,70.7,24.3,4.9,0.1,8.3,2017
Bexar County,1892004,932577,959427,59.8,28.4,7.0,0.2,2.6,0.1,1262321,53999.0,449.0,26158,213,16.4,23.3,34.8,19.6,26.0,9.7,10.0,79.3,10.9,2.6,1.7,1.4,4.2,25.0,867502,80.7,13.8,5.5,0.1,6.1,2017
Blanco County,11089,5576,5513,19.1,77.6,0.0,0.0,0.6,0.0,8562,58500.0,4789.0,31249,3106,10.8,16.1,33.6,18.2,21.0,16.7,10.4,77.9,8.6,0.0,3.1,1.3,9.2,27.8,5106,66.2,16.9,16.4,0.4,5.7,2017
Borden County,602,309,293,7.6,92.4,0.0,0.0,0.0,0.0,435,77708.0,14586.0,38923,11296,2.8,0.0,47.8,8.6,20.4,17.6,5.5,74.7,10.7,0.0,11.1,0.0,3.6,28.1,255,57.3,23.5,19.2,0.0,1.5,2017
Bosque County,17955,8831,9124,17.6,78.7,1.4,0.3,0.3,0.0,13377,48677.0,3108.0,25763,1602,15.6,26.5,29.3,16.6,21.7,16.0,16.4,79.2,10.0,0.1,4.5,1.2,5.0,29.6,7475,76.6,11.5,11.3,0.6,5.2,2017
Bowie County,93635,47173,46462,7.4,64.5,23.9,0.8,1.0,0.0,69154,46283.0,2652.0,24761,1365,17.9,26.4,31.9,18.8,24.0,11.2,14.2,88.6,5.9,0.3,0.9,1.8,2.5,17.9,36668,77.7,18.1,4.2,0.0,7.3,2017
Brazoria County,345995,175156,170839,29.7,49.1,12.9,0.3,6.2,0.0,232385,76426.0,2188.0,32343,729,9.9,12.1,41.7,14.0,20.2,11.2,12.8,86.3,8.9,0.2,0.8,0.9,2.8,29.8,162270,80.5,14.6,4.9,0.1,4.9,2017
Brazos County,214231,108478,105753,25.1,56.7,10.2,0.1,6.0,0.0,150587,43907.0,1389.0,25337,637,26.0,22.9,41.1,18.0,22.9,8.7,9.3,77.7,11.3,2.4,2.5,2.7,3.4,17.0,103649,69.5,24.8,5.6,0.1,4.7,2017
Brewster County,9220,4464,4756,44.2,51.7,0.1,1.7,1.1,0.0,7083,38906.0,3618.0,26073,2325,10.9,7.6,35.8,26.3,18.0,11.3,8.6,71.3,19.3,0.0,2.7,1.9,4.8,13.8,4151,57.2,33.7,7.4,1.7,7.1,2017
Briscoe County,1591,796,795,32.2,60.6,1.7,0.0,0.0,1.0,1182,42500.0,7062.0,23199,2789,13.9,17.2,31.4,15.1,23.6,19.8,10.2,79.8,5.2,0.0,2.4,1.6,11.0,20.9,729,64.2,20.2,14.3,1.4,6.2,2017
Brooks County,7251,3750,3501,94.1,5.8,0.1,0.0,0.0,0.0,4628,24794.0,3253.0,13549,1662,41.5,62.3,25.1,28.8,22.1,12.0,12.0,84.7,10.2,0.0,3.2,0.0,1.8,21.6,2489,63.6,27.3,9.1,0.0,13.8,2017
Brown County,37787,18741,19046,21.5,72.7,3.6,0.2,0.6,0.0,27983,43062.0,1925.0,24040,1409,16.4,24.7,33.5,17.7,22.0,10.8,16.1,86.3,8.9,0.3,1.5,0.6,2.3,17.3,15238,76.9,15.1,8.0,0.0,4.3,2017
Burleson County,17596,8781,8815,20.1,65.7,12.3,0.2,0.3,0.0,12859,52510.0,4429.0,27112,1779,15.1,26.9,25.6,19.3,19.1,17.2,18.9,81.6,13.5,0.3,1.1,0.8,2.6,27.4,7697,71.9,18.5,9.3,0.4,6.7,2017
Burnet County,45017,22234,22783,21.9,74.1,1.5,0.6,0.7,0.0,33766,57173.0,3823.0,29247,1770,12.3,18.4,30.2,18.8,22.4,14.9,13.6,76.4,12.5,0.2,2.7,1.6,6.6,26.2,19567,75.3,12.4,12.0,0.3,4.3,2017
Caldwell County,40544,20563,19981,50.7,41.1,6.1,0.2,1.0,0.1,28283,51346.0,2389.0,23366,1304,17.7,22.9,25.3,20.2,23.5,17.4,13.7,79.0,11.6,0.2,3.6,1.7,4.0,30.6,18238,74.3,18.9,6.7,0.1,3.4,2017
Calhoun County,21821,10976,10845,48.1,43.2,2.6,0.1,4.9,0.1,14965,58788.0,3841.0,26909,1580,15.8,24.6,24.8,16.4,19.5,17.3,21.9,82.7,11.7,0.5,0.9,1.1,3.2,20.9,9676,83.8,10.5,5.7,0.0,6.3,2017
Callahan County,13660,6650,7010,9.1,86.8,1.5,0.1,0.2,0.0,10269,40945.0,2635.0,22205,1487,15.6,15.4,24.9,15.2,24.8,18.3,16.7,84.7,8.8,0.0,0.8,0.3,5.4,22.9,5128,72.1,16.3,10.2,1.4,3.5,2017
Cameron County,420201,203657,216544,89.3,9.3,0.4,0.1,0.6,0.0,224981,36095.0,962.0,16085,329,31.2,43.9,28.2,26.3,24.3,10.5,10.6,84.8,9.1,0.5,1.3,1.8,2.4,20.2,153938,73.8,17.1,8.9,0.3,8.0,2017
Camp County,12670,6215,6455,23.9,56.6,16.9,0.4,0.3,0.0,8606,41811.0,3097.0,21069,1432,17.4,24.4,22.5,18.0,22.4,14.3,22.7,80.7,13.7,0.4,0.1,1.4,3.6,26.0,5274,75.1,15.0,8.9,1.0,6.1,2017
Carson County,6033,2888,3145,9.7,86.4,0.6,0.4,0.5,0.2,4433,67010.0,6981.0,31788,2489,6.4,7.8,37.8,9.1,24.1,17.5,11.5,86.2,10.2,0.1,0.2,0.0,3.3,19.7,2896,71.3,20.3,8.1,0.2,1.9,2017
Cass County,30118,14599,15519,4.3,76.4,17.0,0.0,0.4,0.0,22979,41432.0,2577.0,22145,1125,18.5,30.7,22.9,19.3,24.6,14.0,19.2,89.5,4.3,0.2,0.6,3.4,2.0,24.0,11991,74.0,16.7,9.3,0.0,7.3,2017
Castro County,7891,3958,3933,63.9,32.9,0.7,0.1,1.2,0.0,4447,44643.0,3842.0,22292,4461,15.9,22.7,24.7,14.4,26.6,18.2,16.2,85.8,7.1,0.0,2.4,0.7,4.0,16.1,3289,75.8,12.6,10.3,1.3,4.2,2017
Chambers County,39283,19679,19604,21.4,68.0,8.0,0.1,1.3,0.0,25703,74368.0,8078.0,31412,1542,12.9,17.8,36.1,9.5,19.7,15.8,18.9,88.9,6.6,0.2,0.9,1.3,2.1,27.8,16713,75.6,16.4,7.7,0.3,6.5,2017
Cherokee County,51594,26307,25287,22.5,61.3,13.6,0.5,0.6,0.0,35239,44294.0,2017.0,21102,1071,18.7,29.0,28.9,19.8,21.2,14.6,15.6,80.1,14.3,0.0,2.0,0.8,2.7,24.4,20526,73.1,20.0,6.8,0.2,6.1,2017
Childress County,7064,3933,3131,21.7,64.1,7.2,1.0,1.4,3.4,5426,40432.0,6002.0,18694,2746,19.6,15.7,31.8,14.2,21.9,14.7,17.4,80.9,15.5,0.0,0.9,0.0,2.7,15.7,2515,68.9,25.6,5.4,0.0,5.2,2017
Clay County,10369,5184,5185,5.7,90.4,0.5,1.2,0.3,0.0,7989,46863.0,4871.0,27593,2301,15.0,21.8,30.6,16.5,24.4,14.7,13.9,84.5,7.5,0.0,2.5,1.0,4.5,23.9,4373,74.4,14.5,10.9,0.3,7.2,2017
Cochran County,2932,1492,1440,57.0,37.7,2.6,0.2,0.0,0.0,1779,37500.0,3978.0,19195,2005,24.8,34.7,25.7,12.8,12.2,32.0,17.4,71.6,24.3,0.6,1.0,0.5,2.0,23.4,1189,65.9,22.5,11.5,0.2,8.0,2017
Coke County,3238,1609,1629,21.1,76.9,0.6,0.6,0.2,0.0,2550,42500.0,6360.0,24623,1913,16.6,19.5,41.3,14.2,15.0,17.6,11.8,84.3,5.5,0.0,5.1,0.7,4.3,23.0,1462,58.1,31.7,10.3,0.0,4.3,2017
Coleman County,8422,4282,4140,17.4,77.3,2.7,0.8,0.8,0.0,6470,40804.0,3227.0,26436,3192,20.3,29.0,33.0,11.9,19.3,18.4,17.5,87.8,7.2,0.1,0.8,1.6,2.5,24.5,3310,72.6,15.6,11.8,0.1,5.1,2017
