,Year,State,CoC Number,CoC Name,Measures
2225,8,0,10,2,23
2226,8,0,10,2,24
2227,8,0,10,2,25
2228,8,0,10,2,26
2229,8,0,10,2,27
2230,8,0,10,2,28
2231,8,0,10,2,29
2232,8,0,10,2,30
2233,8,0,10,2,31
2234,8,0,10,2,32
2235,8,0,10,2,33
2236,8,0,10,2,34
2237,8,0,10,2,35
2238,8,0,10,2,36
2239,8,0,10,2,37
2240,8,0,10,2,38
2241,8,0,10,2,39
2242,8,0,10,2,40
2243,8,0,10,2,41
